periods,gen 12891,gen 12900,gen 12906,gen 12921,gen 12924,gen 13461,gen 12941,gen 13462,gen 12977,gen 12978,gen 12995,gen 12996,gen 12997,gen 12998,gen 12999,gen 13002,gen 13005,gen 13010,gen 13012,gen 13015,gen 13026,gen 13038,gen 13045,gen 13047,gen 13048,gen 13051,gen 13052,gen 13053,gen 13065,gen 13066,gen 13068,gen 13071,gen 13464,gen 13077,gen 13081,gen 13086,gen 13088,gen 13094,gen 13095,gen 13097,gen 13100,gen 13103,gen 13104,gen 13105,gen 13106,gen 13113,gen 13114,gen 13117,gen 13123,gen 13125,gen 13132,gen 13134,gen 13136,gen 13140,gen 13141,gen 13142,gen 13149,gen 13150,gen 13156,gen 13159,gen 13160,gen 13171,gen 13173,gen 13175,gen 13177,gen 13463,gen 13181,gen 13182,gen 13185,gen 13187,gen 13190,gen 13191,gen 13195,gen 13197,gen 13207,gen 13214,gen 13241,gen 13248,gen 13249,gen 13253,gen 13254,gen 13270,gen 13271,gen 13272,gen 13275,gen 13277,gen 13278,gen 13283,gen 13285,gen 13291,gen 13296,gen 13298,gen 13301,gen 13304,gen 13305,gen 13314,gen 13318,gen 13319,gen 13323,gen 13325,gen 13326,gen 13327,gen 13328,gen 13329,gen 13333,gen 13337,gen 13338,gen 13339,gen 13349,gen 13350,gen 13354,gen 13355,gen 13356,gen 13358,gen 13359,gen 13360,gen 13364,gen 13365,gen 13369,gen 13370,gen 13373,gen 13374,gen 13375,gen 13376,gen 13381,gen 13389,gen 13398,gen 13399,gen 13404,gen 13408,gen 13411,gen 13416
11.0,268.2,1152.78,286.5,166.67,452.174,80.0,1108.32,0.0,44.5,18.5,410.0,539.06,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,69.4,1292.365,183.0,894.0,550.0,194.0,257.0,618.63,711.05,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,924.9,234.9,769.203,105.51,1980.0,349.2
12.0,268.2,1152.78,286.5,166.67,535.411,0.0,1108.32,0.0,44.5,18.5,410.0,255.154,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,12.181,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1546.352,183.0,894.0,550.0,194.0,257.0,618.63,408.841,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,277.47,234.9,640.592,105.51,1980.0,349.2
13.0,268.2,1152.78,286.5,166.67,633.495,0.0,1108.32,0.0,44.5,18.5,410.0,301.047,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,0.0,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,0.0,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1509.36,183.0,894.0,550.0,194.0,257.0,618.63,199.615,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,201.594,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,277.47,234.9,616.576,105.51,1980.0,349.2
14.0,268.2,1152.78,286.5,166.67,720.0,0.0,1108.32,0.0,44.5,18.5,410.0,186.72,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,0.0,65.3,661.5,446.0,279.6,216.6,0.0,940.0,69.4,1419.102,183.0,894.0,550.0,194.0,257.0,618.63,989.0,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,169.075,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,503.39,234.9,546.993,105.51,1980.0,349.2
15.0,268.2,1152.78,286.5,166.67,720.0,0.0,1108.32,0.0,44.5,18.5,410.0,186.72,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,0.0,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1489.984,183.0,894.0,550.0,194.0,257.0,618.63,989.0,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,436.883,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,755.957,234.9,467.444,105.51,1980.0,349.2
16.0,268.2,1152.78,286.5,166.67,720.0,80.0,1108.32,0.0,44.5,18.5,410.0,391.344,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,80.32,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,0.0,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1461.249,183.0,894.0,550.0,194.0,257.0,618.63,989.0,56.53,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,93.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,924.9,234.9,517.671,105.51,1980.0,349.2
17.0,268.2,1152.78,286.5,166.67,708.931,80.0,1108.32,75.8,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,267.73,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,141.3,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,0.0,0.0,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1482.384,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,172.67,924.9,234.9,508.506,105.51,1980.0,349.2
18.0,268.2,1152.78,286.5,166.67,581.901,80.0,1108.32,75.8,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,267.73,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,1233.383,141.3,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,69.4,1652.934,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,172.67,924.9,234.9,767.936,105.51,1980.0,349.2
19.0,268.2,1152.78,286.5,166.67,551.166,80.0,1108.32,75.8,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,267.73,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,1408.984,141.3,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1372.972,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,172.67,924.9,234.9,719.727,105.51,1980.0,349.2
20.0,268.2,1152.78,286.5,166.67,216.0,80.0,1108.32,75.8,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,267.73,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,783.482,141.3,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1323.567,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,172.67,924.9,234.9,681.587,105.51,1980.0,349.2
21.0,268.2,1152.78,286.5,166.67,554.421,80.0,1108.32,0.0,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,352.0,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,267.73,115.0,82.7,463.75,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,141.3,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,0.0,65.3,661.5,446.0,279.6,216.6,0.0,940.0,69.4,1361.886,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,129.299,924.9,234.9,329.836,105.51,1980.0,349.2
22.0,268.2,272.276,286.5,166.67,521.475,80.0,1108.32,0.0,44.5,18.5,410.0,622.4,136.0,96.0,195.7,144.0,516.99,52.9,730.0,105.6,39.54,197.77,183.77,61.0,10.4,267.0,183.77,183.77,1850.82,84.7,317.35,1314.81,48.0,126.5,248.67,2430.0,80.32,115.0,82.7,139.13,78.84,284.07,3.6,207.5,1008.0,1279.98,209.0,89.4,122.0,118.8,86.7,42.39,213.0,594.99,17.0,320.2,57.4,1088.22,1690.0,65.3,65.3,661.5,446.0,279.6,216.6,0.0,940.0,0.0,1390.099,183.0,894.0,550.0,194.0,257.0,618.63,989.0,188.45,114.9,228.65,1354.3,1354.3,206.55,380.7,59.0,59.0,110.6,110.6,87.72,350.87,230.95,765.0,178.5,304.6,90.64,181.28,96.68,193.37,124.48,101.9,453.5,313.83,313.83,313.83,313.83,684.2,225.2,102.7,643.0,918.3,542.8,288.0,144.0,446.4,310.0,102.4,88.2,344.0,450.0,191.1,172.2,100.52,130.0,130.0,100.52,75.0,51.8,924.9,234.9,269.31,105.51,1980.0,309.275
