periods,bess 11,bess 12
1.0,50.0,11.749
2.0,50.0,19.999
3.0,50.0,34.171
4.0,40.909,46.926
5.0,7.438,50.0
6.0,1.352,30.4
7.0,0.246,5.527
8.0,0.0,0.0
9.0,8.378,0.892
10.0,1.523,0.275
11.0,0.277,0.05
12.0,0.05,0.0
13.0,0.0,0.0
14.0,0.0,0.0
15.0,0.0,0.0
16.0,0.0,0.0
17.0,0.0,0.0
18.0,0.0,0.0
19.0,0.0,0.0
20.0,0.0,0.0
21.0,0.0,0.0
22.0,0.0,0.0
23.0,0.0,0.0
24.0,0.0,0.0
